sample_name,fname,min_t,max_t,site,date,species_number,subset,SPHSUR,BOABIS,SCIPER,DENNAH,LEPLAT,RHIICT,BOALEP,BOAFAB,PHYCUV,DENMIN,ELABIC,BOAPRA,DENCRU,BOALUN,BOAALB,PHYMAR,PITAZU,PHYSAU,LEPFUS,DENNAN,PHYALB,LEPLAB,SCIFUS,BOARAN,SCIFUV,AMEPIC,LEPPOD,ADEDIP,ELAMAT,PHYNAT,LEPELE,RHISCI,SCINAS,LEPNOT,ADEMAR,BOAALM,PHYDIS,RHIORN,LEPFLA,SCIRIZ,DENELE,SCIALT
SAMPLE_00010.wav,INCT20955_20190904_003000,10,13,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00011.wav,INCT20955_20190904_003000,11,14,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00012.wav,INCT20955_20190904_003000,12,15,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00013.wav,INCT20955_20190904_003000,13,16,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00014.wav,INCT20955_20190904_003000,14,17,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00015.wav,INCT20955_20190904_003000,15,18,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00016.wav,INCT20955_20190904_003000,16,19,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00017.wav,INCT20955_20190904_003000,17,20,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00018.wav,INCT20955_20190904_003000,18,21,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00019.wav,INCT20955_20190904_003000,19,22,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00020.wav,INCT20955_20190904_003000,20,23,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00021.wav,INCT20955_20190904_003000,21,24,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00022.wav,INCT20955_20190904_003000,22,25,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00023.wav,INCT20955_20190904_003000,23,26,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00024.wav,INCT20955_20190904_003000,24,27,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00025.wav,INCT20955_20190904_003000,25,28,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00026.wav,INCT20955_20190904_003000,26,29,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00027.wav,INCT20955_20190904_003000,27,30,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00028.wav,INCT20955_20190904_003000,28,31,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00029.wav,INCT20955_20190904_003000,29,32,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00030.wav,INCT20955_20190904_003000,30,33,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00031.wav,INCT20955_20190904_003000,31,34,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00032.wav,INCT20955_20190904_003000,32,35,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00033.wav,INCT20955_20190904_003000,33,36,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00034.wav,INCT20955_20190904_003000,34,37,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00035.wav,INCT20955_20190904_003000,35,38,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00036.wav,INCT20955_20190904_003000,36,39,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00037.wav,INCT20955_20190904_003000,37,40,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00038.wav,INCT20955_20190904_003000,38,41,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00039.wav,INCT20955_20190904_003000,39,42,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00040.wav,INCT20955_20190904_003000,40,43,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00041.wav,INCT20955_20190904_003000,41,44,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00042.wav,INCT20955_20190904_003000,42,45,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00043.wav,INCT20955_20190904_003000,43,46,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00044.wav,INCT20955_20190904_003000,44,47,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00045.wav,INCT20955_20190904_003000,45,48,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00046.wav,INCT20955_20190904_003000,46,49,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00047.wav,INCT20955_20190904_003000,47,50,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00048.wav,INCT20955_20190904_003000,48,51,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00049.wav,INCT20955_20190904_003000,49,52,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00050.wav,INCT20955_20190904_003000,50,53,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00051.wav,INCT20955_20190904_003000,51,54,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00052.wav,INCT20955_20190904_003000,52,55,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00053.wav,INCT20955_20190904_003000,53,56,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00054.wav,INCT20955_20190904_003000,54,57,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00055.wav,INCT20955_20190904_003000,55,58,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00056.wav,INCT20955_20190904_003000,56,59,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00057.wav,INCT20955_20190904_003000,57,60,INCT20955,2019-09-04 00:30:00,4,test,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00058.wav,INCT20955_20190909_050000,0,3,INCT20955,2019-09-09 05:00:00,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00059.wav,INCT20955_20190909_050000,1,4,INCT20955,2019-09-09 05:00:00,6,train,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00060.wav,INCT20955_20190909_050000,2,5,INCT20955,2019-09-09 05:00:00,6,train,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00061.wav,INCT20955_20190909_050000,3,6,INCT20955,2019-09-09 05:00:00,6,train,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00062.wav,INCT20955_20190909_050000,4,7,INCT20955,2019-09-09 05:00:00,4,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00063.wav,INCT20955_20190909_050000,5,8,INCT20955,2019-09-09 05:00:00,4,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00064.wav,INCT20955_20190909_050000,6,9,INCT20955,2019-09-09 05:00:00,4,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00065.wav,INCT20955_20190909_050000,7,10,INCT20955,2019-09-09 05:00:00,4,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00066.wav,INCT20955_20190909_050000,8,11,INCT20955,2019-09-09 05:00:00,4,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00067.wav,INCT20955_20190909_050000,9,12,INCT20955,2019-09-09 05:00:00,4,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00068.wav,INCT20955_20190909_050000,10,13,INCT20955,2019-09-09 05:00:00,4,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00069.wav,INCT20955_20190909_050000,11,14,INCT20955,2019-09-09 05:00:00,4,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00070.wav,INCT20955_20190909_050000,12,15,INCT20955,2019-09-09 05:00:00,6,train,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00071.wav,INCT20955_20190909_050000,13,16,INCT20955,2019-09-09 05:00:00,6,train,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00072.wav,INCT20955_20190909_050000,14,17,INCT20955,2019-09-09 05:00:00,8,train,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00073.wav,INCT20955_20190909_050000,15,18,INCT20955,2019-09-09 05:00:00,6,train,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00074.wav,INCT20955_20190909_050000,16,19,INCT20955,2019-09-09 05:00:00,6,train,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00075.wav,INCT20955_20190909_050000,17,20,INCT20955,2019-09-09 05:00:00,6,train,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00076.wav,INCT20955_20190909_050000,18,21,INCT20955,2019-09-09 05:00:00,6,train,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00077.wav,INCT20955_20190909_050000,19,22,INCT20955,2019-09-09 05:00:00,6,train,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00078.wav,INCT20955_20190909_050000,20,23,INCT20955,2019-09-09 05:00:00,8,train,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00079.wav,INCT20955_20190909_050000,21,24,INCT20955,2019-09-09 05:00:00,6,train,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00080.wav,INCT20955_20190909_050000,22,25,INCT20955,2019-09-09 05:00:00,6,train,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00081.wav,INCT20955_20190909_050000,23,26,INCT20955,2019-09-09 05:00:00,8,train,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00082.wav,INCT20955_20190909_050000,24,27,INCT20955,2019-09-09 05:00:00,4,train,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00083.wav,INCT20955_20190909_050000,25,28,INCT20955,2019-09-09 05:00:00,4,train,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00084.wav,INCT20955_20190909_050000,26,29,INCT20955,2019-09-09 05:00:00,4,train,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00085.wav,INCT20955_20190909_050000,27,30,INCT20955,2019-09-09 05:00:00,4,train,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00086.wav,INCT20955_20190909_050000,28,31,INCT20955,2019-09-09 05:00:00,4,train,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00087.wav,INCT20955_20190909_050000,29,32,INCT20955,2019-09-09 05:00:00,4,train,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00088.wav,INCT20955_20190909_050000,30,33,INCT20955,2019-09-09 05:00:00,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00089.wav,INCT20955_20190909_050000,31,34,INCT20955,2019-09-09 05:00:00,4,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00090.wav,INCT20955_20190909_050000,32,35,INCT20955,2019-09-09 05:00:00,6,train,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00091.wav,INCT20955_20190909_050000,33,36,INCT20955,2019-09-09 05:00:00,6,train,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00092.wav,INCT20955_20190909_050000,34,37,INCT20955,2019-09-09 05:00:00,6,train,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00093.wav,INCT20955_20190909_050000,35,38,INCT20955,2019-09-09 05:00:00,6,train,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00094.wav,INCT20955_20190909_050000,36,39,INCT20955,2019-09-09 05:00:00,4,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00095.wav,INCT20955_20190909_050000,37,40,INCT20955,2019-09-09 05:00:00,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00096.wav,INCT20955_20190909_050000,38,41,INCT20955,2019-09-09 05:00:00,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
