inat_category_id,scientific_name,birdclef_primary_label,file_name,duration
1091,Leptodactylus fuscus,22973,train/01091_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Leptodactylus_fuscus/ff41b369-093b-4e48-9cd8-be930639e6c3.wav,37.216
1095,Leptodactylus labyrinthicus,22983,train/01095_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Leptodactylus_labyrinthicus/1ce6b18a-f830-4ef9-86f6-b4987d423aea.wav,13.675
1105,Leptodactylus petersii,22985,train/01105_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Leptodactylus_petersii/77572628-2e47-42b6-8a23-6b7a97b38043.wav,44.687
1114,Physalaemus albonotatus,23158,train/01114_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Physalaemus_albonotatus/5f7a9553-8101-4dae-83e2-65bf1bd64624.wav,22.175
1114,Physalaemus albonotatus,23158,train/01114_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Physalaemus_albonotatus/77f760b5-e690-4e7d-a7cf-5193a34800ef.wav,21.103
1114,Physalaemus albonotatus,23158,train/01114_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Physalaemus_albonotatus/9c43bb95-a2e6-44fa-a9cf-02772ce27326.wav,22.963
1253,Phyllomedusa sauvagii,23724,train/01253_Animalia_Chordata_Amphibia_Anura_Phyllomedusidae_Phyllomedusa_sauvagii/7c77d24d-0acf-4cee-9adb-13802ada0671.wav,7.75
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/24f24db9-6a1f-4b59-b8b5-b33b71aa0b13.wav,17.485
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/39fa2df8-71c9-4d7e-b707-aeb5b2a8a0ee.wav,1.835
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/3ca5fde7-ba47-4408-adc6-3e8d595c6cb7.wav,69.059
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/4b433177-853e-479b-ba6f-277c656adb4f.wav,1.998
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/5c27c2db-cf76-49c3-bd73-c37a13cb5710.wav,17.961
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/748cd052-7d74-4b1e-b0ae-bd250859dae0.wav,64.888
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/794c8d26-7dce-49fc-a463-0da5a29304e1.wav,18.53
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/7fc47c99-ea38-4f4d-8694-8f06b62336ef.wav,28.166
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/823d9636-a1f9-4464-8e8a-a0326a3cfad1.wav,14.472
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/9476170a-c96f-4203-af66-a1bc0776fd60.wav,12.074
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/9c2d8815-a283-44b1-acf3-f0364589103b.wav,28.544
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/a9c00cbd-f97a-4303-9534-1efef78e2722.wav,60.735
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/c174dfd8-4bb0-48bc-b4f4-6d3887e0aead.wav,6.06
1021,Scinax nasicus,24279,train/01021_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_nasicus/e0672ff2-452f-4e90-a5e0-c546b7c04d05.wav,14.569
1016,Scinax fuscovarius,24285,train/01016_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_fuscovarius/a5a74cf4-6e93-42cc-9743-511cf2426a92.wav,2.2
1016,Scinax fuscovarius,24285,train/01016_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_fuscovarius/d3cfc214-4699-4df5-8abb-84462fdb1e86.wav,6.316
1016,Scinax fuscovarius,24285,train/01016_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_fuscovarius/ddbf4d78-4dba-4131-a687-51818ebc099c.wav,30.12
1015,Scinax fuscomarginatus,24287,train/01015_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_fuscomarginatus/e73574a4-b260-47d0-9544-7feeea7d8e73.wav,14.543
1010,Scinax acuminatus,24321,train/01010_Animalia_Chordata_Amphibia_Anura_Hylidae_Scinax_acuminatus/6e6393bf-b1da-401c-b536-ebcc31a0fecf.wav,15.936
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/047c136b-0afa-4528-82aa-bb5e52419284.wav,60.009
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/07e5a72e-dbc1-4c1f-9db6-4743f72ca7e8.wav,21.084
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/07ec6e90-de21-4712-ae9f-8e3858893562.wav,41.889
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/0a3d400d-8e85-4dbe-9768-c25105394919.wav,36.104
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/134ad399-bb91-4b05-b576-6bfea99a34cf.wav,35.155
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/1531291a-3d2e-4048-9fd9-ea091a395cca.wav,27.198
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/21423f51-67c4-4ba7-8167-cda7a7549976.wav,11.595
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/214ab59b-429d-494e-903d-f3063671ed3a.wav,19.285
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/2366a412-1b45-446a-a571-a7dacb36466f.wav,21.293
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/2a92b792-0f42-4a61-b5af-a15c6d432e50.wav,24.311
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/2eecf70a-6e20-404f-bea4-633b9de845a0.wav,17.113
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/341ec2a0-f4c6-46e0-9472-cfa82d8c5d67.wav,24.32
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/381d104a-f193-4bd4-9545-e2517e001883.wav,30.486
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/3f908611-eac2-4819-ba90-6ecf8ce2f4e4.wav,17.856
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/42df93ce-2393-46b4-bb32-82d244c6af16.wav,30.407
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/4715e80c-5d7b-459f-b7aa-ed47c253a22b.wav,14.785
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/534a3680-302f-4432-9bce-4673973e4b8b.wav,17.28
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/5f60cc01-f852-4f1e-b8f4-f8b5bb8e76f4.wav,34.011
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/6a94824d-fade-4086-bcfe-379a9a752f90.wav,53.801
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/7130847a-4973-4557-ac7b-7c30e8907d62.wav,40.239
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/741acf57-6347-47bf-8639-d4660df163af.wav,39.419
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/7b1e18a7-4a18-4019-bb74-219a58e14c25.wav,46.719
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/95068e39-fa77-455b-845d-d2a158f9e7b4.wav,14.629
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/9d8db968-9b4b-4550-a843-7b99dd7f2399.wav,16.149
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/9f1b8d9e-7575-4e7d-a0cd-f348a253ed6a.wav,27.611
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/a1dfd275-12ed-4da5-9bbd-f4b389a33d77.wav,8.979
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/a6073375-f442-4713-afee-a54ca83020f3.wav,49.482
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/aa6e6231-9f97-4f66-bff0-9868f3ec2c9d.wav,16.533
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/b3b6ea3a-40cf-46dc-a291-6b9549458c5d.wav,39.567
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/bc2b0a82-2ff7-4577-b792-2fdd3b212e7f.wav,11.238
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/c166d49f-a7c0-4f9a-80fc-133a7dd0729d.wav,16.939
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/ca050070-9ef3-4479-be9b-806c89bb7840.wav,20.805
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/cb4481fa-b3ac-4194-b01f-6b9c9dd22cd2.wav,60.024
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/cc8d290d-ae0a-4c9a-87fa-06a0591f6fb0.wav,58.259
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/ce00218f-5e6e-4119-a60b-4bc99932a281.wav,61.466
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/d3313d22-cbf8-4efa-9571-37d2d3c87bc5.wav,27.952
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/dc605e60-5b00-490a-bc0a-c56349965d1b.wav,15.581
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/dcb58767-2473-45dd-bb4d-4b9d38595303.wav,89.072
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/ecc510a6-7b84-4877-84a6-0fab0237c5a9.wav,20.132
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/eeee957a-7d5a-4577-9c29-eb91dd263b2a.wav,73.535
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/f0a1c74a-f815-465d-9869-530187533436.wav,16.629
304,Quesada gigas,244024,train/00304_Animalia_Arthropoda_Insecta_Hemiptera_Cicadidae_Quesada_gigas/f5e86096-9b47-436e-9d5a-c149493a7cc5.wav,13.653
1152,Elachistocleis bicolor,25092,train/01152_Animalia_Chordata_Amphibia_Anura_Microhylidae_Elachistocleis_bicolor/60c3039b-5231-4f3a-b5f9-b2d90c36c54d.wav,16.478
1152,Elachistocleis bicolor,25092,train/01152_Animalia_Chordata_Amphibia_Anura_Microhylidae_Elachistocleis_bicolor/a5e0951f-ac73-470b-ae72-56210f772c5c.wav,43.602
1152,Elachistocleis bicolor,25092,train/01152_Animalia_Chordata_Amphibia_Anura_Microhylidae_Elachistocleis_bicolor/d808879e-04e3-4a15-bdad-409e818ace24.wav,16.718
1115,Physalaemus biligonigerus,326272,train/01115_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Physalaemus_biligonigerus/32bf454e-024e-48c6-8b2d-049b6f89ec4a.wav,29.374
1115,Physalaemus biligonigerus,326272,train/01115_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Physalaemus_biligonigerus/412c7848-4d8a-4e11-98ba-c1a0bed44172.wav,78.122
1115,Physalaemus biligonigerus,326272,train/01115_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Physalaemus_biligonigerus/5e9ab99b-cf77-4bec-8ecb-fb12ad1bbfa2.wav,25.811
1115,Physalaemus biligonigerus,326272,train/01115_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Physalaemus_biligonigerus/6e77a0e0-b188-4d38-8c24-08b6b6e9f88c.wav,30.007
1115,Physalaemus biligonigerus,326272,train/01115_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Physalaemus_biligonigerus/98c677a7-7200-446c-bea4-082a8ea7beb6.wav,23.641
1115,Physalaemus biligonigerus,326272,train/01115_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Physalaemus_biligonigerus/df03ece7-2077-4cca-91ce-088e0d6bfa30.wav,31.571
5286,Panthera onca,41970,train/05286_Animalia_Chordata_Mammalia_Carnivora_Felidae_Panthera_onca/84d07644-811e-446c-897b-32d494f815c4.wav,13.48
5386,Alouatta caraya,43435,train/05386_Animalia_Chordata_Mammalia_Primates_Atelidae_Alouatta_caraya/6340acda-7316-4150-95c6-778b48b5c518.wav,92.01
5386,Alouatta caraya,43435,train/05386_Animalia_Chordata_Mammalia_Primates_Atelidae_Alouatta_caraya/fd86e755-ad00-4b79-af14-e38ae4cabed2.wav,50.001
5271,Canis familiaris,47144,train/05271_Animalia_Chordata_Mammalia_Carnivora_Canidae_Canis_familiaris/026e0056-41f5-41b6-9eab-824731068431.wav,3.456
5271,Canis familiaris,47144,train/05271_Animalia_Chordata_Mammalia_Carnivora_Canidae_Canis_familiaris/12bdf0d3-b6e4-4869-9567-55ed3b11f92c.wav,4.92
5271,Canis familiaris,47144,train/05271_Animalia_Chordata_Mammalia_Carnivora_Canidae_Canis_familiaris/1baec527-296d-4c8f-97ad-a64066acc4d9.wav,19.307
5271,Canis familiaris,47144,train/05271_Animalia_Chordata_Mammalia_Carnivora_Canidae_Canis_familiaris/2a0146d7-8550-4b46-8228-ddb4fc945723.wav,11.424
5271,Canis familiaris,47144,train/05271_Animalia_Chordata_Mammalia_Carnivora_Canidae_Canis_familiaris/47640b1a-e613-4c4c-9416-46af30a2b8bf.wav,33.323
5271,Canis familiaris,47144,train/05271_Animalia_Chordata_Mammalia_Carnivora_Canidae_Canis_familiaris/5594bb9f-79d1-4c7b-9460-cb58bbb9a5c0.wav,8.192
5271,Canis familiaris,47144,train/05271_Animalia_Chordata_Mammalia_Carnivora_Canidae_Canis_familiaris/931461f3-e8a2-4a93-9518-e431943aecbb.wav,7.061
5271,Canis familiaris,47144,train/05271_Animalia_Chordata_Mammalia_Carnivora_Canidae_Canis_familiaris/b632d1c9-ee27-46bf-aee8-debf14473a9e.wav,2.928
1257,Pithecopus azureus,517063,train/01257_Animalia_Chordata_Amphibia_Anura_Phyllomedusidae_Pithecopus_azureus/b257411d-1bb0-467c-982d-3e3f781f34e6.wav,2.136
929,Boana lundii,555123,train/00929_Animalia_Chordata_Amphibia_Anura_Hylidae_Boana_lundii/16d65169-d11f-4236-8533-9977aaeebdfb.wav,9.6
935,Boana punctata,555145,train/00935_Animalia_Chordata_Amphibia_Anura_Hylidae_Boana_punctata/a9612181-24cc-466a-9b3e-8cf0a5c8a39d.wav,19.775
935,Boana punctata,555145,train/00935_Animalia_Chordata_Amphibia_Anura_Hylidae_Boana_punctata/dd7a346b-61b0-45c5-a824-1ba7b4d0d35f.wav,26.616
950,Dendropsophus minutus,65377,train/00950_Animalia_Chordata_Amphibia_Anura_Hylidae_Dendropsophus_minutus/9f620a70-415b-4342-b431-e1e49262c04a.wav,27.141
950,Dendropsophus minutus,65377,train/00950_Animalia_Chordata_Amphibia_Anura_Hylidae_Dendropsophus_minutus/a5b27918-018f-479f-951b-6cbd42f98b54.wav,5.419
950,Dendropsophus minutus,65377,train/00950_Animalia_Chordata_Amphibia_Anura_Hylidae_Dendropsophus_minutus/c4953c5e-9bf3-4ee4-96f2-6f4e5af2c218.wav,9.749
950,Dendropsophus minutus,65377,train/00950_Animalia_Chordata_Amphibia_Anura_Hylidae_Dendropsophus_minutus/cf553704-a235-4ad2-a432-23695497c1ef.wav,23.751
950,Dendropsophus minutus,65377,train/00950_Animalia_Chordata_Amphibia_Anura_Hylidae_Dendropsophus_minutus/e27574cb-4394-40ed-b20d-495f7cfb5c70.wav,22.387
952,Dendropsophus nanus,65380,train/00952_Animalia_Chordata_Amphibia_Anura_Hylidae_Dendropsophus_nanus/1206fad7-41dc-4247-bd3c-c3bf2678f07d.wav,12.759
952,Dendropsophus nanus,65380,train/00952_Animalia_Chordata_Amphibia_Anura_Hylidae_Dendropsophus_nanus/9a136e1e-bb82-442f-9090-bf36fc14e326.wav,13.248
952,Dendropsophus nanus,65380,train/00952_Animalia_Chordata_Amphibia_Anura_Hylidae_Dendropsophus_nanus/ba5c0fe2-5388-4fb1-b7e0-df22163580f5.wav,28.891
952,Dendropsophus nanus,65380,train/00952_Animalia_Chordata_Amphibia_Anura_Hylidae_Dendropsophus_nanus/e52e1ec1-36fa-44ea-9acc-96b83dd19695.wav,46.159
952,Dendropsophus nanus,65380,train/00952_Animalia_Chordata_Amphibia_Anura_Hylidae_Dendropsophus_nanus/e8b9c590-795c-4f57-9244-af1baaaf59f0.wav,9.799
952,Dendropsophus nanus,65380,train/00952_Animalia_Chordata_Amphibia_Anura_Hylidae_Dendropsophus_nanus/f58967c9-dd41-4311-87af-53f61be9e847.wav,21.995
1007,Pseudis platensis,66971,train/01007_Animalia_Chordata_Amphibia_Anura_Hylidae_Pseudis_platensis/358aef0c-f5eb-40c5-9221-f83290e6da91.wav,28.944
1007,Pseudis platensis,66971,train/01007_Animalia_Chordata_Amphibia_Anura_Hylidae_Pseudis_platensis/42a27a79-a956-4b93-974c-620bad4aff6c.wav,13.793
1007,Pseudis platensis,66971,train/01007_Animalia_Chordata_Amphibia_Anura_Hylidae_Pseudis_platensis/81f53258-4201-4e37-a1c6-7ca3a1a22829.wav,23.447
827,Rhinella diptycha,67107,train/00827_Animalia_Chordata_Amphibia_Anura_Bufonidae_Rhinella_diptycha/9f577b24-73b3-499b-9eeb-b04f9f472055.wav,23.339
827,Rhinella diptycha,67107,train/00827_Animalia_Chordata_Amphibia_Anura_Bufonidae_Rhinella_diptycha/ccf9e5fc-8a66-4108-8eab-57983fc5f27e.wav,15.843
1099,Leptodactylus macrosternum,70711,train/01099_Animalia_Chordata_Amphibia_Anura_Leptodactylidae_Leptodactylus_macrosternum/059b6cc2-4072-4aa0-9828-a6baccead292.wav,35.291
5244,Bos taurus,74113,train/05244_Animalia_Chordata_Mammalia_Artiodactyla_Bovidae_Bos_taurus/b3545fe6-e3fb-45b8-b542-272e49ff417f.wav,21.682
567,Prionacris erosa,760266,train/00567_Animalia_Arthropoda_Insecta_Orthoptera_Romaleidae_Prionacris_erosa/3aef3020-7d77-4e1b-97fb-2bc95884ebf3.wav,18.207
4661,Hylophilus pectoralis,ashgre1,train/04661_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Hylophilus_pectoralis/57d789dd-c535-4dd8-a60f-d18ad8ecb9ce.wav,20.637
4661,Hylophilus pectoralis,ashgre1,train/04661_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Hylophilus_pectoralis/d37e185c-9deb-4423-8cbb-9d30d1953dff.wav,18.291
4661,Hylophilus pectoralis,ashgre1,train/04661_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Hylophilus_pectoralis/dff7fc8f-fd72-4e53-83fc-cef07e05507b.wav,16.022
2281,Mustelirallus albicollis,astcra1,train/02281_Animalia_Chordata_Aves_Gruiformes_Rallidae_Mustelirallus_albicollis/36c426c6-ddde-4f37-a3be-96bc03f77170.wav,8.295
2281,Mustelirallus albicollis,astcra1,train/02281_Animalia_Chordata_Aves_Gruiformes_Rallidae_Mustelirallus_albicollis/475cffc2-c49a-4926-88df-fa522998ee61.wav,30.31
2281,Mustelirallus albicollis,astcra1,train/02281_Animalia_Chordata_Aves_Gruiformes_Rallidae_Mustelirallus_albicollis/4e0e4cc1-4702-428e-b75a-47fa600bcf79.wav,7.027
2281,Mustelirallus albicollis,astcra1,train/02281_Animalia_Chordata_Aves_Gruiformes_Rallidae_Mustelirallus_albicollis/513734b4-721a-48ca-a6e0-138dece8a3ef.wav,14.723
2281,Mustelirallus albicollis,astcra1,train/02281_Animalia_Chordata_Aves_Gruiformes_Rallidae_Mustelirallus_albicollis/66367002-96b9-4f06-b3ea-710156d1838e.wav,40.043
2281,Mustelirallus albicollis,astcra1,train/02281_Animalia_Chordata_Aves_Gruiformes_Rallidae_Mustelirallus_albicollis/71a071f4-b59d-4b1c-b476-7179cd418b1b.wav,13.8
2281,Mustelirallus albicollis,astcra1,train/02281_Animalia_Chordata_Aves_Gruiformes_Rallidae_Mustelirallus_albicollis/8e812e99-2974-4a33-b24b-83f8ff354761.wav,22.549
2281,Mustelirallus albicollis,astcra1,train/02281_Animalia_Chordata_Aves_Gruiformes_Rallidae_Mustelirallus_albicollis/9024aa55-79b5-4bf1-a9f4-1a34478b4563.wav,7.861
2281,Mustelirallus albicollis,astcra1,train/02281_Animalia_Chordata_Aves_Gruiformes_Rallidae_Mustelirallus_albicollis/a233ad49-6969-4206-bb85-fd4ecc9d65e9.wav,14.635
2281,Mustelirallus albicollis,astcra1,train/02281_Animalia_Chordata_Aves_Gruiformes_Rallidae_Mustelirallus_albicollis/acdc9417-eb2d-4ffb-a350-8f327963ce79.wav,50.94
2281,Mustelirallus albicollis,astcra1,train/02281_Animalia_Chordata_Aves_Gruiformes_Rallidae_Mustelirallus_albicollis/d5dd528d-7861-4581-b3e0-fd1f71f8a437.wav,8.04
2129,Crax fasciolata,bafcur1,train/02129_Animalia_Chordata_Aves_Galliformes_Cracidae_Crax_fasciolata/6802d96a-d8f8-415b-b262-c0bcc4873fe4.wav,10.083
2101,Micrastur ruficollis,baffal1,train/02101_Animalia_Chordata_Aves_Falconiformes_Falconidae_Micrastur_ruficollis/00d25178-d3a5-4c2c-985f-87bb251fdcbe.wav,8.132
2101,Micrastur ruficollis,baffal1,train/02101_Animalia_Chordata_Aves_Falconiformes_Falconidae_Micrastur_ruficollis/1168645e-35f3-4957-95ca-52d6d21c28ef.wav,20.977
2101,Micrastur ruficollis,baffal1,train/02101_Animalia_Chordata_Aves_Falconiformes_Falconidae_Micrastur_ruficollis/9f8e0b30-7b22-4e47-addd-387d6aa79861.wav,0.107
